微博id,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IfqaZm5Lt,"转发理由:好美啊，有时间带小李去体验一下  
原始用户: 网际飞侠
转发内容: 多浪漫的秋日长城之旅。  [组图共6张] 原图 ",无,"http://ww1.sinaimg.cn/large/538c6f95ly1g8run2ib6zj21910u0wv8.jpg,http://ww1.sinaimg.cn/large/538c6f95ly1g8rumnw4rnj21920u0h9n.jpg,http://ww2.sinaimg.cn/large/538c6f95ly1g8run429jyj21910u07sr.jpg,http://ww4.sinaimg.cn/large/538c6f95ly1g8ruob3w0aj21920u0azw.jpg,http://ww4.sinaimg.cn/large/538c6f95ly1g8run5otp2j21jf0u01kx.jpg,http://ww4.sinaimg.cn/large/538c6f95ly1g8ruoa3zo8j21920u0e6a.jpg",False,无,无,2019-11-09 16:33,iPhone 11 Pro Max,9233,516,866
IfdSqjl6x,"转发理由:  
原始用户: 不太老
转发内容: 厉害，佩服  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_wu-12f8564d2b.png,False,无,无,2019-11-08 09:14,iPhone 11 Pro Max,375,3,51
If03AtyB6,"转发理由:转发微博  
原始用户: 钟文泽
转发内容: 《决战中途岛》将在本周五（11 月 8 月）上映，并且将于明天（11 月 7 日）在杜比影院超前点映。杜比小姐姐再次提供了 10 张杜比影院的电影票，转发这条微博 + 关注我，明天中午抽五位同学，每个同学送出两张电影票！注意电影票只能兑换杜比影院，因此大家要看看自己所在的城市是否有杜比影院。这部电影的演员阵容豪华，包括伍迪·哈里森、丹尼斯·奎德、曼迪·摩尔、艾伦·艾克哈特一众演技派明星，导演则是指导《独立日》《2012》的罗兰·艾默里奇。罗兰·艾默里奇在视频中依然大赞杜比影院效果，“有杜比视界和杜比全景声对于我来说真是最棒的事了，是我最喜欢的电影版本。”  钟文泽的微博视频 抽奖详情                     ",无,无,False,无,无,2019-11-06 22:03,iPhone 11 Pro Max,94,3,21
IeV29xP1o,"转发理由:转发微博  
原始用户: 李杰灵
转发内容: #趣看发布会#小米一亿像素手机发布会总结，小米CC9 Pro相机DXO登顶世界第一，雷总全程骚话连篇，激情演讲，解释了为什么要说「干翻华为」。欢迎转发评论，希望大家喜欢。 李杰灵的微博视频  抽奖详情  ",无,无,False,无,无,2019-11-06 09:16,iPhone 11 Pro Max,304,1,16
IeG5v1aTD,"转发理由:@貝貝貝貝貝張-   
原始用户: 老七
转发内容: 抽个手机：小米9SE，6+64当时买来试配件的，使用时间加起来不超过1个小时，充过几次电，四舍五入就是99新不嫌弃的老哥转发关注，at一个好友手淘APP店铺搜索：机基地关注一下咱两个店铺，一个天猫，一个淘宝@微博抽奖平台 备案  抽奖详情  [组图共3张] 原图 ",无,"http://ww1.sinaimg.cn/large/85ced7b5gy1g8m7itqnmtj22ky1xq1ky.jpg,http://ww3.sinaimg.cn/large/85ced7b5gy1g8m7dra4smj23402c01ky.jpg,http://ww2.sinaimg.cn/large/85ced7b5gy1g8m7qz80kej20v81g1135.jpg",False,无,无,2019-11-04 19:13,iPhone 11 Pro Max,132,1,22
IeG0A7OYE,"转发理由:@貝貝貝貝貝張-  
原始用户: 老七
转发内容: 抽个手机：小米9SE，6+64当时买来试配件的，使用时间加起来不超过1个小时，充过几次电，四舍五入就是99新不嫌弃的老哥转发关注，at一个好友手淘APP店铺搜索：机基地关注一下咱两个店铺，一个天猫，一个淘宝@微博抽奖平台 备案  抽奖详情  [组图共3张] 原图 ",无,"http://ww1.sinaimg.cn/large/85ced7b5gy1g8m7itqnmtj22ky1xq1ky.jpg,http://ww3.sinaimg.cn/large/85ced7b5gy1g8m7dra4smj23402c01ky.jpg,http://ww2.sinaimg.cn/large/85ced7b5gy1g8m7qz80kej20v81g1135.jpg",False,无,无,2019-11-04 19:01,iPhone 11 Pro Max,63,0,12
IeBpYs0CG,"转发理由:转发微博  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",无,无,False,无,无,2019-11-04 07:20,iPhone 11 Pro Max,32,0,12
IekgZ60fP,"转发理由:  
原始用户: ZEALER
转发内容: 关注@ZEALER中国 转发并评论此微博，抽一位朋友送戴森吸尘器 V8，抽一位朋友送亚马逊 Kindle oasis 3！趣评测创始人詹志斌@趣评测詹志斌 ，一位颜值在线的评测博主，摄制组来到他的家中探访，揭秘这位帅气博主不为人知的居家生活。《“智”在生活》系列节目“我可以去你家吗？”第二期，带你走进这位拥有 134 万微博粉丝的博主的温馨之家，接触他不为人知的家庭生活。  ZEALER中国的微博视频 抽奖详情                     ",无,无,False,无,无,2019-11-02 11:41,iPhone 11 Pro Max,82,2,17
IeiNNaD8G,"转发理由:转发微博  
原始用户: 老师好我叫何同学
转发内容: 迟来的iPhone 11系列体验视频！不想做成一个传统的产品体验类视频，所以跟大家探讨下手机摄影的意义。这视频做得贼累求转发  #手机不断升级相机有意义吗# 老师好我叫何同学的微博视频  ",无,无,False,无,无,2019-11-02 07:56,iPhone 11 Pro Max,213,8,34
IedcAAMxO,"转发理由://@朱海舟:好，我这儿加抽七台！//@坚果手机:就差@朱海舟 了，我催催他去。统一 11 月 11 日开奖。(看我小尾巴)//@Chee_Fang:又到了喜闻乐见的加码环节，我再加 6 台//@吴德周:请大家帮忙转发，我再加抽 5 台坚果Pro3手机。谢谢  
原始用户: 坚果手机
转发内容: 【转发本条微博，抽送十台手机】坚果 Pro 3，现已上市。搭载高通旗舰 855 Plus 满血版，最高 12GB 大内存 + 256 GB UFS 3.0 高速闪存，索尼 IMX586 4800 万像素主摄像头，真全焦段四摄，2000 万像素高清前置摄像头。出色的影像能力，易拍、宜剪。全新 Smartisan 7.0 系统更新，全新效率三件套 3.0。坚果 Pro 3 售价券后 2699 元起，锤子商城、京东、天猫、苏宁等平台同步开售，欢迎前往选购。这次我们想尝试一些不一样的浏览体验，请手机用户横置手机滑动浏览坚果 Pro 3 的详情；电脑用户移步官网：http://t.cn/Ai1exlCU 获取最佳浏览体验。 抽奖详情         [组图共6张]      原图                     ",无,"http://ww2.sinaimg.cn/large/0065AuX8ly1g8hqbuh3d4j30u0by0u0x.jpg,http://ww1.sinaimg.cn/large/0065AuX8ly1g8hqbvlv5wj30i9cmqqv6.jpg,http://ww4.sinaimg.cn/large/0065AuX8ly1g8hqbww6ooj30u0c314qs.jpg,http://ww4.sinaimg.cn/large/0065AuX8ly1g8hqbyngp4j30jfcmoqv8.jpg,http://ww2.sinaimg.cn/large/0065AuX8ly1g8hqc11ywsj30fncmub2f.jpg,http://ww1.sinaimg.cn/large/0065AuX8ly1g8hqc2c7bij30u03oidtl.jpg",False,无,无,2019-11-01 17:41,iPhone 11 Pro Max,101,4,30
IedcuEIAG,"转发理由:转发微博  
原始用户: 坚果手机
转发内容: 【转发本条微博，抽送十台手机】坚果 Pro 3，现已上市。搭载高通旗舰 855 Plus 满血版，最高 12GB 大内存 + 256 GB UFS 3.0 高速闪存，索尼 IMX586 4800 万像素主摄像头，真全焦段四摄，2000 万像素高清前置摄像头。出色的影像能力，易拍、宜剪。全新 Smartisan 7.0 系统更新，全新效率三件套 3.0。坚果 Pro 3 售价券后 2699 元起，锤子商城、京东、天猫、苏宁等平台同步开售，欢迎前往选购。这次我们想尝试一些不一样的浏览体验，请手机用户横置手机滑动浏览坚果 Pro 3 的详情；电脑用户移步官网：http://t.cn/Ai1exlCU 获取最佳浏览体验。 抽奖详情         [组图共6张]      原图                     ",无,"http://ww2.sinaimg.cn/large/0065AuX8ly1g8hqbuh3d4j30u0by0u0x.jpg,http://ww1.sinaimg.cn/large/0065AuX8ly1g8hqbvlv5wj30i9cmqqv6.jpg,http://ww4.sinaimg.cn/large/0065AuX8ly1g8hqbww6ooj30u0c314qs.jpg,http://ww4.sinaimg.cn/large/0065AuX8ly1g8hqbyngp4j30jfcmoqv8.jpg,http://ww2.sinaimg.cn/large/0065AuX8ly1g8hqc11ywsj30fncmub2f.jpg,http://ww1.sinaimg.cn/large/0065AuX8ly1g8hqc2c7bij30u03oidtl.jpg",False,无,无,2019-11-01 17:40,iPhone 11 Pro Max,50,0,12
IdWvSDgJX,"转发理由:  
原始用户: 丁香医生
转发内容: 「我的儿子叫小远，4 个月大，结肠里长了一颗肿瘤。我是一个八年级物理老师，两个孩子的父亲。为了救小远，32 岁那年我第一次离开山东。省里的医生为小远做了肿瘤切除手术，结果显示为恶性，病历上写着：「转移复发风险：高」。后续治疗他们已经无能为力，我不得不去大城市，去寻找新的希望。带着一沓病历、一个手机充电器、几个移动电源和一个塑料水杯，还有几件防备变天的衣服，我在县汽车站坐上前往北京的汽车。我是他爸，我要救他。」         [组图共4张]      原图                     ",无,"http://ww3.sinaimg.cn/large/83e058b1ly1g8ex1qkxqsj20u059nhdt.jpg,http://ww3.sinaimg.cn/large/83e058b1ly1g8ex1s1ic5j20u046c4qp.jpg,http://ww1.sinaimg.cn/large/83e058b1ly1g8ex1so5jsj20u06p1x6p.jpg,http://ww3.sinaimg.cn/large/83e058b1ly1g8ex1t5t5jj20u05ek7wh.jpg",False,无,无,2019-10-30 23:12,iPhone 11 Pro Max,904,29,103
IdMbcwvcU,"转发理由:每天在噩梦中惊醒是在太痛苦了  
原始用户: YouTube精选
转发内容: 受过伤害的狗子Noori，只要睡觉就会做噩梦，身体抽搐发出痛苦的吠叫.……幸好后来遇到了帮助它的好心人和医生，大家不辞辛苦不嫌麻烦，用各种方法总算治好了狗子之后领养的人家也非常善良，甚至特地修建了一块场地，陪着敏感焦虑的狗子进行康复治疗……Noori能遇到这些人真的是太好了！...全文 ",无,无,False,无,无,2019-10-29 20:53,iPhone 11 Pro Max,1026,114,113
IdI5bam1f,"转发理由:转发微博  
原始用户: 型车辑
转发内容: #型车辑[超话]# 一波飞机剖面图，观后感？1: Boeing E-6 Mercury;2: McDonnell F3H-2 Demon;3: Beechcraft T-34C;4: Atlas Cheetah EZ;5: BAC Lightning F.6;6: WB-57F;7: Convair B-36J;8: Sukhoi Su-22M-4;9: Bristol Beaufort MK I;（型车辑爱你们，心动评论转发点赞奥~）  [组图共9张] 原图 ",无,"http://ww3.sinaimg.cn/large/006x7BPply1g8e8n5dq8mj319a0u04qq.jpg,http://ww1.sinaimg.cn/large/006x7BPply1g8e8n4q66nj313y0u0hdt.jpg,http://ww4.sinaimg.cn/large/006x7BPply1g8e8n63xtbj31400u0kjm.jpg,http://ww1.sinaimg.cn/large/006x7BPply1g8e8n5f5f7j31g00u01ky.jpg,http://ww1.sinaimg.cn/large/006x7BPply1g8e8n65dwej319n0u0npe.jpg,http://ww4.sinaimg.cn/large/006x7BPply1g8e8n5cgwcj31900u01ky.jpg,http://ww2.sinaimg.cn/large/006x7BPply1g8e8n46dxyj318k0u0axy.jpg,http://ww2.sinaimg.cn/large/006x7BPply1g8e8n60l4ej31bz0u0b29.jpg,http://ww1.sinaimg.cn/large/006x7BPply1g8e8n4xo7gj317j0u01kx.jpg",False,无,无,2019-10-29 10:27,iPhone 11 Pro Max,113,31,13
IdGOmfFJ4,"转发理由:转发微博  
原始用户: CICILAB_
转发内容: #小透明福利# 不管了，这么香的Airpods Pro必须抽奖！关注+转发就好双十一当天抽出1位幸运的可爱！  抽奖详情  [组图共6张] 原图 ",无,"http://ww4.sinaimg.cn/large/810587a7gy1g8een1pohnj20u0197jx2.jpg,http://ww4.sinaimg.cn/large/810587a7gy1g8een1wzfpj20u01gtdpz.jpg,http://ww3.sinaimg.cn/large/810587a7gy1g8een25ir8j20u019fti3.jpg,http://ww1.sinaimg.cn/large/810587a7gy1g8een2fj4dj20u01heqhb.jpg,http://ww4.sinaimg.cn/large/810587a7gy1g8een2pk71j20u01gwthk.jpg,http://ww4.sinaimg.cn/large/810587a7gy1g8een2ykgkj20u01h3qbt.jpg",False,无,无,2019-10-29 07:13,iPhone 11 Pro Max,226,1,31
IdDl7xMPM,"转发理由:为什么我不在现场  
原始用户: 看电影
转发内容: #脱口秀# 詹妮弗·安妮斯顿宣传其主演的Apple TV+新剧《早间新闻》，给全场观众每人都送了一部全新iPhone 11(包含一年Apple TV+订阅)！现场已疯！ 看电影的微博视频  ",无,无,False,无,无,2019-10-28 22:23,iPhone 11 Pro Max,1010,13,68
Idx4stgFC,我分享了文章 滚石唱片突然发布不朽金曲《明天会更好》高清MV，好多人一时没认出年... 武汉  显示地图 ,无,无,True,无,武汉,2019-10-28 06:25,iPhone 11 Pro Max,587,43,59
IdwKQfo1d,我分享了文章 滚石唱片突然发布不朽金曲《明天会更好》高清MV，好多人一时没认出年... 武汉  显示地图 ,无,无,True,无,武汉,2019-10-28 05:37,iPhone 11 Pro Max,228,15,43
IdnOfAKzs,"转发理由://@一枚搞机的原子弹:晚安来一发  
原始用户: 一枚搞机的原子弹
转发内容: 送魅族16s Pro手机一台！转发+关注我，10月27日通过@微博抽奖平台 抽出。抽一位，不过滤！  抽奖详情  [组图共9张] 原图 ",无,"http://ww2.sinaimg.cn/large/75b0b312gy1g7r0mz5ej2j20as0asdge.jpg,http://ww2.sinaimg.cn/large/75b0b312gy1g7r0mzj1pxj20as0as3yv.jpg,http://ww1.sinaimg.cn/large/75b0b312gy1g7r0n087nsj20as0asq3x.jpg,http://ww3.sinaimg.cn/large/75b0b312gy1g7r0n0q092j20as0asq39.jpg,http://ww1.sinaimg.cn/large/75b0b312gy1g7r0n376qvj20as0asaax.jpg,http://ww1.sinaimg.cn/large/75b0b312gy1g7r0n3iu1yj20as0asq3u.jpg,http://ww1.sinaimg.cn/large/75b0b312gy1g7r0n3smfnj20as0as0sy.jpg,http://ww4.sinaimg.cn/large/75b0b312gy1g7r0n2p4g3j20as0asq3n.jpg,http://ww3.sinaimg.cn/large/75b0b312gy1g7r0n27bcgj20as0asjs5.jpg",False,无,无,2019-10-27 06:51,iPhone 11 Pro Max,175,1,13
IcIzB1aZM,让人很为难 武汉  显示地图 原图 ,http://wx2.sinaimg.cn/large/43e5425dly1g87bi215wtj20yi22ozrs.jpg,无,True,无,无,2019-10-22 21:52,iPhone 11 Pro Max,1059,7,107
IcB3OgRC9,"转发理由:转发微博  
原始用户: 李大锤同学
转发内容: 今天去天猫双 11 开幕盛典，我给大家准备个礼物，抽奖送了吧。转发此微博并关注我，10 月 31 日晚 9 点通过@微博抽奖平台 抽一个同学送这俩玩具。祝各位双 11 购物愉快  抽奖详情  ",无,无,False,无,无,2019-10-22 02:44,iPhone 11 Pro Max,46,0,12
IcAXl1UFo,"转发理由:  
原始用户: 疯一样得胖子
转发内容: 再不发就不赶趟了转关，30号由@微博抽奖平台 抽2人，每人送一张陈情令演唱会门票（原价1580那款）+5000现金怎么花你自己安排  抽奖详情  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_wu-12f8564d2b.png,False,无,无,2019-10-22 02:28,iPhone 11 Pro Max,1130,82,191
Icz2C16FJ,"转发理由:  
原始用户: 趣评测詹志斌
转发内容: #趣拍VLOG#吃播第二十集：来尝尝“坛放荤香飘四邻，佛闻弃禅跳墙来”的佛跳墙还有现在最有性价比的海鲜推荐，欢迎转评赞。 趣评测詹志斌的微博视频  抽奖详情  ",无,无,False,无,无,2019-10-21 21:36,iPhone 11 Pro Max,76,2,12
Ickof2I9X,"转发理由:平板有必要打孔么  
原始用户: 数码研究所
转发内容: 华为MediaPad M7渲染图曝光，业内首款采用打孔屏设计的平板电脑，支持华为的磁性键盘套和M-Pen手写笔  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png,False,无,无,2019-10-20 08:18,iPhone 11 Pro Max,414,4,25
Icgqo1pPH,"转发理由:  
原始用户: 一枚搞机的原子弹
转发内容: 送魅族16s Pro手机一台！转发+关注我，10月27日通过@微博抽奖平台 抽出。抽一位，不过滤！  抽奖详情  [组图共9张] 原图 ",无,"http://ww2.sinaimg.cn/large/75b0b312gy1g7r0mz5ej2j20as0asdge.jpg,http://ww2.sinaimg.cn/large/75b0b312gy1g7r0mzj1pxj20as0as3yv.jpg,http://ww1.sinaimg.cn/large/75b0b312gy1g7r0n087nsj20as0asq3x.jpg,http://ww3.sinaimg.cn/large/75b0b312gy1g7r0n0q092j20as0asq39.jpg,http://ww1.sinaimg.cn/large/75b0b312gy1g7r0n376qvj20as0asaax.jpg,http://ww1.sinaimg.cn/large/75b0b312gy1g7r0n3iu1yj20as0asq3u.jpg,http://ww1.sinaimg.cn/large/75b0b312gy1g7r0n3smfnj20as0as0sy.jpg,http://ww4.sinaimg.cn/large/75b0b312gy1g7r0n2p4g3j20as0asq3n.jpg,http://ww3.sinaimg.cn/large/75b0b312gy1g7r0n27bcgj20as0asjs5.jpg",False,无,无,2019-10-19 22:12,iPhone 11 Pro Max,42,0,15
IcbBaafdm,"转发理由:哈哈  
原始用户: 陈震同学的同学
转发内容: 早。。。 陈震同学的同学的微博视频  ",无,无,False,无,无,2019-10-19 09:55,iPhone 11 Pro Max,306,25,48
Ic50W575C,"转发理由:转发微博  
原始用户: 飞鸟随人还
转发内容: #鹦鹉##最爱萌宠#那个撸完串还会嘬棍的吃货鹦鹉又来了这技术，太熟练了！ 飞鸟随人还的微博视频  ",无,无,False,无,无,2019-10-18 17:09,iPhone 11 Pro Max,62,5,16
IbOmvpwYg,"转发理由:  
原始用户: 汚哩少女
转发内容: 2019新竹巨城泳装秀  汚哩少女的微博视频  ",无,无,False,无,无,2019-10-16 22:46,iPhone 11 Pro Max,3809,24,153
IbNTCbgXL,"转发理由:转发微博  
原始用户: DK在北京
转发内容: 我回答了 @一秒暗香 的问题，问题价值￥98.00，大家快来花1元围观~ 微博问答:邓老师，孩子几岁开始学钢琴合适？之前做哪些准备?听什么音乐培养乐感?买什么钢琴合适?怎样平衡童趣与学习?  ",无,无,False,无,无,2019-10-16 21:35,iPhone 11 Pro Max,78,2,9
IbNSqxFi0,我围观了@DK在北京 的回答，该问题价值98.00元，围观仅1元，快来一起围观~ 微博问答:邓老师，孩子几岁开始学钢琴合适？之前做哪些准备?听什么音乐培养乐感?买什么钢琴合适?怎样平衡童趣与学习?  ,无,无,True,无,无,2019-10-16 21:32,微博问答,505,75,51
IbyRtc0kh,"转发理由:期待一下  
原始用户: 传媒小娱
转发内容: 由张若昀、李沁、陈道明、吴刚、辛芷蕾、宋轶、郭麒麟、肖战等主演的古装剧《庆余年》暂定11月登陆腾讯视频播出！  原图 ",无,http://wx1.sinaimg.cn/large/7e2d2eeely1g7xwdjasnzj213z1wg4qp.jpg,False,无,无,2019-10-15 07:18,iPhone 11 Pro Max,753,12,69
